headword,pos,definition,examples,synonyms
tussle,verb,fight or struggle in a confused way at close quarters [verb.contact] | make messy or untidy [verb.contact],"the drunken men started to scuffle | ""the drunken men started to scuffle"" | the child mussed up my hair | ""the child mussed up my hair""","scuffle, muss"
tut,verb,"utter `tsk,' `tut,' or `tut-tut,' as in disapproval [verb.communication]",,"tsk, tut-tut"
tut-tut,verb,"utter `tsk,' `tut,' or `tut-tut,' as in disapproval [verb.communication]",,"tsk, tut"
tutor,verb,be a tutor to someone [verb.communication] | act as a guardian to someone [verb.social],"She tutored me in Spanish | give individual instruction | ""She tutored me in Spanish""",
twang,verb,cause to sound with a twang [verb.perception] | sound with a twang [verb.perception] | twitch or throb with pain [verb.perception] | pluck (strings of an instrument) [verb.contact] | pronounce with a nasal twang [verb.communication],"He twanged the guitar string | ""He twanged the guitar string"" | the bowstring was twanging | ""the bowstring was twanging"" | He twanged his bow",
tweak,verb,pinch or squeeze sharply [verb.contact] | pull or pull out sharply [verb.contact] | adjust finely [verb.change],"pluck the flowers off the bush | ""pluck the flowers off the bush"" | fine-tune the engine | ""fine-tune the engine""","pluck, pull off, pick off, fine-tune"
tweedle,verb,sing in modulation [verb.creation] | play negligently on a musical instrument [verb.creation] | entice through the use of music [verb.communication],,chirp
tweet,verb,"make a weak, chirping sound [verb.perception] | squeeze tightly between the fingers [verb.contact]","the small bird was tweeting in the tree | ""the small bird was tweeting in the tree"" | He pinched her behind | She squeezed the bottle | ""He pinched her behind""","twirp, pinch, squeeze, twinge, nip, twitch"
tweeze,verb,pluck with tweezers [verb.contact],"tweeze facial hair | ""tweeze facial hair""",
twiddle,verb,"turn in a twisting or spinning motion [verb.motion] | manipulate, as in a nervous or unconscious manner [verb.contact]","The leaves swirled in the autumn wind | ""The leaves swirled in the autumn wind"" | He twiddled his thumbs while waiting for the interview | ""He twiddled his thumbs while waiting for the interview""","twirl, swirl, whirl, fiddle with"
twig,verb,"branch out in a twiglike manner [verb.change] | understand, usually after some initial difficulty [verb.cognition]","The lightning bolt twigged in several directions | ""The lightning bolt twigged in several directions"" | She didn't know what her classmates were plotting but finally caught on | ""She didn't know what her classmates were plotting but finally caught on""","catch on, get wise, get onto, tumble, latch on, cotton on, get it"
twill,verb,weave diagonal lines into (textiles) [verb.creation],,
twin,verb,"duplicate or match [verb.stative] | bring two objects, ideas, or people together [verb.contact] | grow as twins [verb.change] | give birth to twins [verb.body]","The polished surface twinned his face and chest in reverse | ""The polished surface twinned his face and chest in reverse"" | This fact is coupled to the other one | Matchmaker, can you match my daughter with a nice young man? | The student was paired with a partner for collaboration on the project","duplicate, parallel, match, mate, couple, pair"
twine,verb,"spin,wind, or twist together [verb.contact] | arrange or or coil around [verb.contact] | make by twisting together or intertwining [verb.contact] | form into a spiral shape [verb.contact]","intertwine the ribbons | Twine the threads into a rope | intertwined hearts | ""intertwine the ribbons"" | ""Twine the threads into a rope""","intertwine, entwine, enlace, interlace, lace, wind, wrap, roll, twist, distort"
twinge,verb,"cause a stinging pain [verb.perception] | feel a sudden sharp, local pain [verb.perception] | squeeze tightly between the fingers [verb.contact]","The needle pricked his skin | ""The needle pricked his skin"" | He pinched her behind | She squeezed the bottle | ""He pinched her behind""","prick, sting, pinch, squeeze, tweet, nip, twitch"
twinkle,verb,gleam or glow intermittently [verb.perception] | emit or reflect light in a flickering manner [verb.weather],"The lights were flashing | ""The lights were flashing"" | Does a constellation twinkle more brightly than a single star? | ""Does a constellation twinkle more brightly than a single star?""","flash, blink, wink, winkle, scintillate"
twirl,verb,turn in a twisting or spinning motion [verb.motion] | cause to spin [verb.motion],"The leaves swirled in the autumn wind | ""The leaves swirled in the autumn wind"" | spin a coin | ""spin a coin""","swirl, twiddle, whirl, birl, spin"
twirp,verb,"make a weak, chirping sound [verb.perception]","the small bird was tweeting in the tree | ""the small bird was tweeting in the tree""",tweet
twist,verb,"to move in a twisting or contorted motion, (especially when struggling) [verb.motion] | cause (a plastic object) to assume a crooked or angular form [verb.contact] | turn in the opposite direction [verb.contact] | form into a spiral shape [verb.contact] | form into twists [verb.change] | extend in curves and turns [verb.stative] | do the twist [verb.motion] | twist or pull violently or suddenly, especially so as to remove (something) from that to which it is attached or from where it originates [verb.contact] | practice sophistry [verb.communication] | twist suddenly so as to sprain [verb.body]","The prisoner writhed in discomfort | The child tried to wriggle free from his aunt's embrace | ""The prisoner writhed in discomfort"" | ""The child tried to wriggle free from his aunt's embrace"" | bend the rod","writhe, wrestle, wriggle, worm, squirm, flex, bend, deform, turn, twine, distort, wind, curve, wrench, twist around, pervert, convolute, sophisticate, sprain, wrick"
twist around,verb,practice sophistry [verb.communication],"Don't twist my words | change the meaning of or be vague about in order to mislead or deceive | ""Don't twist my words""","twist, pervert, convolute, sophisticate"
twitch,verb,"make an uncontrolled, short, jerky motion [verb.body] | move with abrupt, seemingly uncontrolled motions [verb.motion] | toss with a sharp movement so as to cause to turn over in the air [verb.motion] | squeeze tightly between the fingers [verb.contact] | move or pull with a sudden motion [verb.contact]","his face is twitching | ""his face is twitching"" | The patient's legs were jerkings | ""The patient's legs were jerkings"" | He pinched her behind","jerk, flip, pinch, squeeze, twinge, tweet, nip"
twitter,verb,"make high-pitched sounds, as of birds [verb.communication]",,chitter
two-step,verb,dance the two-step [verb.motion],,
two-time,verb,carry on a romantic relationship with two people at the same time [verb.social],,
type,verb,write by means of a keyboard with types [verb.communication] | identify as belonging to a certain type [verb.cognition],"type the acceptance letter, please | ""type the acceptance letter, please"" | Such people can practically be typed | ""Such people can practically be typed""","typewrite, typecast"
