headword,pos,definition,examples,synonyms
tram,noun,a conveyance that transports passengers or freight in carriers suspended from cables and supported by a series of towers [noun.artifact] | a four-wheeled wagon that runs on tracks in a mine [noun.artifact] | a wheeled vehicle that runs on rails and is propelled by electricity [noun.artifact],"a tramcar carries coal out of a coal mine | ""a tramcar carries coal out of a coal mine""","tramway, aerial tramway, cable tramway, ropeway, tramcar, streetcar, trolley, trolley car"
tramcar,noun,a four-wheeled wagon that runs on tracks in a mine [noun.artifact] | a wheeled vehicle that runs on rails and is propelled by electricity [noun.artifact],"a tramcar carries coal out of a coal mine | ""a tramcar carries coal out of a coal mine""","tram, streetcar, trolley, trolley car"
tramline,noun,the track on which trams or streetcars run [noun.artifact],,"tramway, streetcar track"
trammel,noun,a fishing net with three layers [noun.artifact] | an adjustable pothook set in a fireplace [noun.artifact] | a restraint that is used to teach a horse to amble [noun.artifact] | a restraint that confines or restricts freedom (especially something used to tie down or restrain a prisoner) [noun.artifact],the outer two are coarse mesh and the loose inner layer is fine mesh,"trammel net, shackle, bond, hamper"
trammel net,noun,a fishing net with three layers [noun.artifact],the outer two are coarse mesh and the loose inner layer is fine mesh,trammel
tramontana,noun,a cold dry wind that blows south out of the mountains into Italy and the western Mediterranean [noun.phenomenon],,tramontane
tramontane,noun,a cold dry wind that blows south out of the mountains into Italy and the western Mediterranean [noun.phenomenon],,tramontana
tramp,noun,a disreputable vagrant [noun.person] | a person who engages freely in promiscuous sex [noun.person] | a foot traveler [noun.person] | a heavy footfall [noun.event] | a commercial steamer for hire [noun.artifact] | a long walk usually for exercise or pleasure [noun.act],"a homeless tramp | he tried to help the really down-and-out bums | ""a homeless tramp"" | ""he tried to help the really down-and-out bums"" | someone who goes on an extended walk (for pleasure)","hobo, bum, swinger, hiker, tramper, tramp steamer, hike, hiking"
tramp steamer,noun,a commercial steamer for hire [noun.artifact],one having no regular schedule,tramp
tramp's spurge,noun,common perennial United States spurge having showy white petallike bracts [noun.plant],,"wild spurge, flowering spurge, Euphorbia corollata"
tramper,noun,someone who walks with a heavy noisy gait or who stamps on the ground [noun.person] | a foot traveler [noun.person],someone who goes on an extended walk (for pleasure),"stamper, stomper, trampler, hiker, tramp"
trample,noun,the sound of heavy treading or stomping [noun.event],"he heard the trample of many feet | ""he heard the trample of many feet""",trampling
trampler,noun,someone who injures by trampling [noun.person] | someone who walks with a heavy noisy gait or who stamps on the ground [noun.person],,"stamper, stomper, tramper"
trampling,noun,the sound of heavy treading or stomping [noun.event],"he heard the trample of many feet | ""he heard the trample of many feet""",trample
trampoline,noun,gymnastic apparatus consisting of a strong canvas sheet attached with springs to a metal frame [noun.artifact],used for tumbling,
tramway,noun,a conveyance that transports passengers or freight in carriers suspended from cables and supported by a series of towers [noun.artifact] | the track on which trams or streetcars run [noun.artifact],,"tram, aerial tramway, cable tramway, ropeway, tramline, streetcar track"
trance,noun,a psychological state induced by (or as if induced by) a magical incantation [noun.state] | a state of mind in which consciousness is fragile and voluntary action is poor or missing [noun.cognition],a state resembling deep sleep,"enchantment, spell"
tranche,noun,a portion of something (especially money) [noun.possession],,
trandate,noun,antihypertensive drug (trade names Trandate and Normodyne) that blocks alpha and beta-adrenergic receptors of the sympathetic nervous system (leading to a decrease in blood pressure) [noun.artifact],,"labetalol, labetalol hydrochloride, Normodyne"
trandolapril,noun,an ACE inhibiting drug (trade name Mavik) used in some patients after a heart attack or to treat hypertension [noun.artifact],,Mavik
tranquility,noun,a disposition free from stress or emotion [noun.attribute] | an untroubled state [noun.state] | a state of peace and quiet [noun.feeling],free from disturbances,"repose, quiet, placidity, serenity, tranquillity, quietness, quietude"
tranquilizer,noun,a drug used to reduce stress or tension without reducing mental clarity [noun.artifact],,"tranquillizer, tranquilliser, antianxiety agent, ataractic drug, ataractic agent, ataractic"
tranquilliser,noun,a drug used to reduce stress or tension without reducing mental clarity [noun.artifact],,"tranquilizer, tranquillizer, antianxiety agent, ataractic drug, ataractic agent, ataractic"
tranquillity,noun,an untroubled state [noun.state] | a state of peace and quiet [noun.feeling] | a disposition free from stress or emotion [noun.attribute],free from disturbances,"tranquility, quiet, quietness, quietude, repose, placidity, serenity"
tranquillizer,noun,a drug used to reduce stress or tension without reducing mental clarity [noun.artifact],,"tranquilizer, tranquilliser, antianxiety agent, ataractic drug, ataractic agent, ataractic"
trans fatty acid,noun,a fatty acid that has been produced by hydrogenating an unsaturated fatty acid (and so changing its shape) [noun.substance],found in processed foods such as margarine and fried foods and puddings and commercially baked goods and partially hydrogenated vegetable oils,
trans-alaska pipeline,noun,an oil pipeline that runs 800 miles from wells at Prudhoe Bay to the port of Valdez [noun.artifact],,Alaskan pipeline
transactinide,noun,any of the artificially produced elements with atomic numbers greater than 103 [noun.substance],,
transaction,noun,the act of transacting within or between groups (as carrying on commercial activities) [noun.act],"no transactions are possible without him | he has always been honest is his dealings with me | ""no transactions are possible without him"" | ""he has always been honest is his dealings with me""","dealing, dealings"
